Poke Timestamp (seconds),Port Visited,Current Reward Port,Amplitude,Chunk Duration,Pause Duration
0.020984411239624023,5,5,0.0056084091232393675,0.01744529700019308,0.16124581888359302
3.523820161819458,5,5,0.009848410122592369,0.020492481435863102,0.11866357961018653
5.926634073257446,7,7,0.008532398722237405,0.047245821189638576,0.05342902736197632
7.4298341274261475,7,7,0.005231691854671577,0.028019221143858172,0.10958201092358592
9.321229696273804,7,5,0.008027963538293336,0.013782891124276327,0.07146521371236492
9.857275009155273,5,5,0.008027963538293336,0.013782891124276327,0.07146521371236492
11.958072423934937,5,5,0.006254461970255884,0.030761810095900517,0.10443006986801656
14.137337446212769,5,5,0.008085603399738598,0.0280483528177579,0.1761772749226812
15.676823377609253,5,5,0.007859525748198181,0.0333328537856716,0.18228151493679007
16.7177894115448,7,7,0.005317003612390366,0.01767347082465775,0.05016716253289401
17.987685203552246,7,7,0.005484262870008495,0.043372776327568925,0.12337854248813974
18.65966486930847,7,7,0.007277177755120327,0.02183632988585827,0.14152802738336584
18.935746669769287,7,5,0.007277177755120327,0.02183632988585827,0.14152802738336584
19.495985507965088,7,5,0.005124646971843693,0.04342713123795603,0.13933009262302243
19.812880754470825,7,5,0.005124646971843693,0.04342713123795603,0.13933009262302243
20.549941062927246,5,5,0.005124646971843693,0.04342713123795603,0.13933009262302243
21.851611137390137,5,7,0.0071436230847338345,0.02613227545690315,0.09290363660026538
21.95075273513794,7,7,0.0071436230847338345,0.02613227545690315,0.09290363660026538
23.18675947189331,7,5,0.007578997919344275,0.04347603891096047,0.18911855022824703
23.303781747817993,5,5,0.007578997919344275,0.04347603891096047,0.18911855022824703
24.447554111480713,5,7,0.005160086993968114,0.02338516040025846,0.09872350248723694
24.500556230545044,7,7,0.005160086993968114,0.02338516040025846,0.09872350248723694
25.744105577468872,7,5,0.009054956227937623,0.01977192190849654,0.06839654017889236
25.80014657974243,5,5,0.009054956227937623,0.01977192190849654,0.06839654017889236
27.207517385482788,5,5,0.005002274692603152,0.03940261351714213,0.13188398391985157
27.89167881011963,5,5,0.00818259214339739,0.03529362355904245,0.06608948833906562
28.512122631072998,5,5,0.008747380970197886,0.02898485316130376,0.06916249519297288
28.522648334503174,5,7,0.008747380970197886,0.02898485316130376,0.06916249519297288
29.073418617248535,7,7,0.00585124626506925,0.017919651537192344,0.1936448919716216
29.791358470916748,7,7,0.00585124626506925,0.017919651537192344,0.1936448919716216
30.903950214385986,7,5,0.005227921873278722,0.033856439071388675,0.14453801446962786
30.95506715774536,7,5,0.005227921873278722,0.033856439071388675,0.14453801446962786
31.37458562850952,5,5,0.005227921873278722,0.033856439071388675,0.14453801446962786
31.69103741645813,5,5,0.005227921873278722,0.033856439071388675,0.14453801446962786
32.252103090286255,5,5,0.00696081916714731,0.033566902746020096,0.17371130922583955
32.80638551712036,5,5,0.007328681075420885,0.02499558200567802,0.09076756392803159
33.36295962333679,7,5,0.006267626470436647,0.0360161135064612,0.061755349161858736
33.44755220413208,5,5,0.006267626470436647,0.0360161135064612,0.061755349161858736
33.91814947128296,5,7,0.008578720611034903,0.017828228045498485,0.18226330234754362
34.08950090408325,7,7,0.008578720611034903,0.017828228045498485,0.18226330234754362
34.13904690742493,5,7,0.008578720611034903,0.017828228045498485,0.18226330234754362
34.47013282775879,5,7,0.008414953194780342,0.028260161910497017,0.06310193059692303
35.02965331077576,7,7,0.005166026708204447,0.044766399418244895,0.08216718911775968
35.20165944099426,5,7,0.005166026708204447,0.044766399418244895,0.08216718911775968
35.75781607627869,7,7,0.007474170845448865,0.0376396693761281,0.06755867091990357
35.7707679271698,5,7,0.007474170845448865,0.0376396693761281,0.06755867091990357
36.33124256134033,7,7,0.0051259432939160885,0.0187199675868278,0.13555999788458745
37.071616888046265,7,7,0.006099497705683845,0.04157773405128158,0.07854997442903043
37.70179533958435,7,5,0.008370450190589504,0.03347098477863314,0.07102920763729968
37.78143239021301,5,5,0.008370450190589504,0.03347098477863314,0.07102920763729968
38.38380575180054,7,7,0.008370450190589504,0.03347098477863314,0.07102920763729968
38.41968750953674,7,7,0.008370450190589504,0.03347098477863314,0.07102920763729968
38.78276801109314,5,7,0.008370450190589504,0.03347098477863314,0.07102920763729968
38.94372534751892,7,7,0.0062876862984948805,0.03678232274958963,0.1070434487080037
39.25545597076416,5,5,0.0062876862984948805,0.03678232274958963,0.1070434487080037
39.506598234176636,5,5,0.007852853603895501,0.04537233354423596,0.18652714331239395
