Poke Timestamp (seconds),Port Visited,Current Reward Port,Amplitude,Sound Duration,Pause Duration
1.3748154640197754,5,5,0.01,0.01,0.3
5.802488327026367,7,7,0.01,0.01,0.3
9.795124292373657,5,5,0.01,0.01,0.3
11.756589889526367,7,7,0.01,0.01,0.3
13.070181608200073,5,5,0.01,0.01,0.3
13.360875129699707,7,7,0.01,0.01,0.3
14.37190842628479,5,5,0.01,0.01,0.3
15.375904560089111,7,7,0.01,0.01,0.3
17.385513305664062,5,5,0.01,0.01,0.3
18.483973741531372,7,7,0.01,0.01,0.3
26.625868797302246,5,5,0.01,0.01,0.3
30.9050931930542,7,7,0.01,0.01,0.3
